run_id,seq_idx,wtime,pss_kb,label,anomaly_type,recon_error,pred,flag_type
anomaly_thread_spike,44,106.0,1327.0,1,thread_spike,217810.609375,1,TP
anomaly_thread_spike,45,108.0,1327.0,1,thread_spike,226918.40625,1,TP
anomaly_thread_spike,46,110.0,1327.0,1,thread_spike,236097.125,1,TP
anomaly_thread_spike,47,112.0,1327.0,1,thread_spike,245578.421875,1,TP
anomaly_thread_spike,48,114.0,1322.0,1,thread_spike,255207.671875,1,TP
anomaly_thread_spike,49,116.0,1321.0,1,thread_spike,264933.90625,1,TP
anomaly_thread_spike,50,118.0,1319.0,1,thread_spike,274975.53125,1,TP
anomaly_thread_spike,51,120.0,1321.0,1,thread_spike,285111.1875,1,TP
anomaly_thread_spike,52,122.0,1321.0,1,thread_spike,295390.78125,1,TP
anomaly_thread_spike,53,124.0,1321.0,1,thread_spike,305956.71875,1,TP
anomaly_thread_spike,54,126.0,1321.0,1,thread_spike,316641.65625,1,TP
anomaly_thread_spike,55,128.0,1321.0,1,thread_spike,327585.8125,1,TP
anomaly_thread_spike,56,130.0,1321.0,1,thread_spike,338742.125,1,TP
anomaly_thread_spike,57,132.0,1321.0,1,thread_spike,349943.875,1,TP
anomaly_thread_spike,58,134.0,1321.0,1,thread_spike,361473.8125,1,TP
anomaly_thread_spike,59,136.0,1321.0,1,thread_spike,373145.15625,1,TP
anomaly_thread_spike,60,138.0,1321.0,1,thread_spike,385020.21875,1,TP
anomaly_thread_spike,61,140.0,1321.0,1,thread_spike,397035.03125,1,TP
anomaly_thread_spike,62,142.0,1321.0,1,thread_spike,409265.0,1,TP
anomaly_thread_spike,63,144.0,1319.0,1,thread_spike,421692.78125,1,TP
anomaly_thread_spike,64,146.0,1321.0,1,thread_spike,434258.59375,1,TP
anomaly_thread_spike,65,148.0,1321.0,1,thread_spike,446893.0,1,TP
anomaly_thread_spike,66,150.0,1321.0,1,thread_spike,459835.8125,1,TP
anomaly_thread_spike,67,152.0,1321.0,1,thread_spike,472952.625,1,TP
anomaly_thread_spike,68,154.0,1321.0,1,thread_spike,486266.6875,1,TP
anomaly_thread_spike,69,156.0,1321.0,1,thread_spike,499754.6875,1,TP
anomaly_thread_spike,70,158.0,1321.0,1,thread_spike,513399.90625,1,TP
anomaly_thread_spike,71,160.0,1321.0,1,thread_spike,527264.9375,1,TP
anomaly_thread_spike,72,162.0,1327.0,1,thread_spike,541309.8125,1,TP
anomaly_thread_spike,73,164.0,1327.0,1,thread_spike,555551.8125,1,TP
anomaly_thread_spike,74,166.0,1327.0,1,thread_spike,569967.8125,1,TP
anomaly_thread_spike,75,168.0,1327.0,1,thread_spike,584563.625,1,TP
anomaly_thread_spike,76,170.0,1327.0,1,thread_spike,599356.6875,1,TP
anomaly_thread_spike,77,172.0,1327.0,1,thread_spike,614373.5625,1,TP
anomaly_thread_spike,78,174.0,1327.0,1,thread_spike,629588.1875,1,TP
anomaly_thread_spike,79,176.0,1327.0,1,thread_spike,644977.4375,1,TP
anomaly_thread_spike,80,178.0,1327.0,1,thread_spike,660409.75,1,TP
anomaly_thread_spike,81,180.0,1327.0,1,thread_spike,676177.125,1,TP
anomaly_io_burst,0,18.0,1270.0,1,io_burst,3.259023331688448e+16,1,TP
anomaly_io_burst,1,20.0,1270.0,1,io_burst,4.0233643016192e+16,1,TP
anomaly_io_burst,2,22.0,1265.0,1,io_burst,4.90717236386857e+16,1,TP
anomaly_io_burst,3,24.0,1265.0,1,io_burst,5.918023840746701e+16,1,TP
anomaly_io_burst,4,26.0,1265.0,1,io_burst,6.944635270620774e+16,1,TP
anomaly_combined,0,18.0,938776.0,1,combined,696.5070190429688,1,TP
anomaly_combined,1,20.0,938776.0,1,combined,771.1621704101562,1,TP
anomaly_combined,2,22.0,938774.0,1,combined,761.6942138671875,1,TP
anomaly_combined,3,24.0,938774.0,1,combined,761.6988525390625,1,TP
anomaly_combined,4,26.0,938776.0,1,combined,761.7069091796875,1,TP
anomaly_combined,5,28.0,938776.0,1,combined,761.7142944335938,1,TP
anomaly_combined,6,30.0,938785.0,1,combined,761.7207641601562,1,TP
anomaly_combined,7,32.0,938785.0,1,combined,761.7261962890625,1,TP
anomaly_combined,8,34.0,938785.0,1,combined,761.7307739257812,1,TP
anomaly_combined,9,36.0,938785.0,1,combined,761.7346801757812,1,TP
anomaly_combined,10,38.0,938785.0,1,combined,761.7381591796875,1,TP
anomaly_combined,11,40.0,938785.0,1,combined,761.7413330078125,1,TP
anomaly_combined,12,42.0,938785.0,1,combined,761.743896484375,1,TP
anomaly_combined,13,44.0,938785.0,1,combined,761.7462768554688,1,TP
anomaly_combined,14,46.0,938785.0,1,combined,761.7484130859375,1,TP
anomaly_combined,15,48.0,938785.0,1,combined,761.750244140625,1,TP
anomaly_combined,16,50.0,938785.0,1,combined,761.7518920898438,1,TP
anomaly_combined,17,52.0,938785.0,1,combined,761.7533569335938,1,TP
anomaly_combined,18,54.0,938785.0,1,combined,761.7548217773438,1,TP
anomaly_combined,19,56.0,938785.0,1,combined,761.756103515625,1,TP
anomaly_combined,20,58.0,938785.0,1,combined,761.7572021484375,1,TP
anomaly_combined,21,60.0,938785.0,1,combined,761.7582397460938,1,TP
anomaly_combined,22,62.0,938785.0,1,combined,761.7592163085938,1,TP
anomaly_combined,23,64.0,938785.0,1,combined,761.7600708007812,1,TP
anomaly_combined,24,66.0,938785.0,1,combined,761.7609252929688,1,TP
