Time	wtime	gpufbmem	gpumempct	gpusmpct	ngpus	pss	rss	swap	vmem	rchar	read_bytes	wchar	write_bytes	rx_bytes	rx_packets	tx_bytes	tx_packets	stime	utime	nprocs	nthreads
1772485813	134	0	0	0	0	1173055	1175668	0	1471208	6593	0	90	0	325294	1675	200484	1316	0	0	1	1
1772485815	136	0	0	0	0	1173055	1175668	0	1471208	6593	0	90	0	326290	1688	201126	1323	0	0	1	1
1772485817	138	0	0	0	0	1173055	1175668	0	1471208	6593	0	90	0	328818	1704	201706	1333	0	0	1	1
1772485819	140	0	0	0	0	1173055	1175668	0	1471208	6593	0	90	0	329550	1716	202318	1343	0	0	1	1
1772485821	142	0	0	0	0	1173055	1175668	0	1471208	6593	0	90	0	330499	1728	203374	1354	0	0	1	1
1772485823	144	0	0	0	0	1173055	1175668	0	1471208	6593	0	90	0	331000	1735	203546	1356	0	0	1	1
1772485825	146	0	0	0	0	1173055	1175668	0	1471208	6593	0	90	0	342516	1779	204684	1371	0	0	1	1
1772485827	148	0	0	0	0	1173055	1175668	0	1471208	6593	0	90	0	342698	1782	204746	1372	0	0	1	1
1772485829	150	0	0	0	0	1173055	1175668	0	1471208	6593	0	90	0	343949	1791	204944	1375	0	0	1	1
1772485831	152	0	0	0	0	1173055	1175668	0	1471208	6593	0	90	0	345001	1805	205424	1383	0	0	1	1
1772485833	154	0	0	0	0	1173055	1175668	0	1471208	6593	0	90	0	345573	1811	205424	1383	0	0	1	1
1772485835	156	0	0	0	0	1173055	1175668	0	1471208	6593	0	90	0	347018	1827	206000	1389	0	0	1	1
1772485837	158	0	0	0	0	1173055	1175668	0	1471208	6593	0	90	0	350315	1855	209832	1414	0	0	1	1
1772485839	160	0	0	0	0	1173055	1175668	0	1471208	6593	0	90	0	352069	1877	211944	1437	0	0	1	1
1772485841	162	0	0	0	0	1173055	1175668	0	1471208	6593	0	90	0	360440	1907	214876	1457	0	0	1	1
1772485843	164	0	0	0	0	1173055	1175668	0	1471208	6593	0	90	0	362116	1923	215873	1470	0	0	1	1
1772485845	166	0	0	0	0	1173055	1175668	0	1471208	6593	0	90	0	363158	1936	216719	1479	0	0	1	1
1772485847	168	0	0	0	0	1173055	1175668	0	1471208	6593	0	90	0	366620	1965	220368	1518	0	0	1	1
1772485849	170	0	0	0	0	1173055	1175668	0	1471208	6593	0	90	0	380565	2007	227483	1559	0	0	1	1
1772485851	172	0	0	0	0	1173055	1175668	0	1471208	6593	0	90	0	386834	2059	233738	1622	0	0	1	1
1772485853	174	0	0	0	0	1173055	1175668	0	1471208	6593	0	90	0	411580	2134	246766	1706	0	0	1	1
1772485855	176	0	0	0	0	1173051	1175668	0	1471208	6593	0	90	0	434045	2219	258756	1766	0	0	1	1
1772485857	178	0	0	0	0	1173050	1175668	0	1471208	6593	0	90	0	441565	2251	259006	1769	0	0	1	1
1772485859	180	0	0	0	0	1173055	1175668	0	1471208	6593	0	90	0	444567	2275	260024	1785	0	0	1	1
